member_id,name,profile_url,source_url,url_slug,honorific,page_title,biography,looking_for,crawl_status,crawl_error,crawled_at
mem_087ae95126,Derya Sargin,https://profiles.ucalgary.ca/derya-sargin,https://profiles.ucalgary.ca/derya-sargin,derya-sargin,Dr.,Derya Sargin | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:24:33.533531+00:00
mem_32edff8f29,Diwakar Krishnamurthy,https://profiles.ucalgary.ca/diwakar-krishnamurthy,https://profiles.ucalgary.ca/diwakar-krishnamurthy,diwakar-krishnamurthy,Dr.,Diwakar Krishnamurthy | UCalgary Profiles | University of Calgary,"Background Educational Background Bachelor of Eng Electrical Engineering, Madurai Kamaraj University, 1995 Doctor of Philosophy Electrical Engineering, Carleton University, 2004 Master of Engineering Electrical Engineering, Carleton University, 1998",I'm looking for... Learning opportunities I am looking for graduate students interested in exploring how AR/VR/wearable technologies can be used to help neurodiverse individuals. Excellent programming skills and HCI experience will be assets. Research partners I am seeking industry and community partners to advance practical applications of Extended Reality (XR) and AI that are aimed at improving the quality of life of neurodivergent individuals.,success,,2026-04-17T22:24:35.276332+00:00
mem_6a681336c2,Donald Emile Addington,https://profiles.ucalgary.ca/donald-emile-addington,https://profiles.ucalgary.ca/donald-emile-addington,donald-emile-addington,Dr.,Donald Emile Addington | UCalgary Profiles | University of Calgary,"Biography Dr. Donald Addington is a Clinical Professor in the Department of Psychiatry, a member of the Mathison Centre for Mental Health Research and Education and the Hotchkiss Brain Institute. His research activities focus on access quality and outcome of mental health services with a focus on schizophrenia and early psychosis intervention, Dr. Addington has over 150 peer reviewed publications and has received grants from the National Institutes of Health, Canadian Institutes of Health Research and Alberta Heritage Foundation for Medical Research. Dr. Addington has developed several tools that have had a broad impact on the quality of mental health and addictions care delivery. These include clinical practice guidelines, psychiatric status rating scales, fidelity scales, risk adjustment models and performance measures. In 1990 he published the Calgary Depression Scale for Schizophrenia which has become the internationally recognized gold standard for the assessment of depression in schizophrenia and has been translated into over 40 language versions. In Canada, Dr. Addington has chaired working groups for the development of the Canadian Clinical Practice Guidelines for Schizophrenia published in 1997, 2005 and 2017. In 2016 he published the First Episode Psychosis Fidelity Scale (FEPS-FS) . This is a reliable and valid a tool that assesses access and quality of first episode psychosis services. He has used this measure in large scale projects, in Ontario Canada, across the United States, Czechia and Italy. In 2021, the University of Calgary Press published an open access version the FEPS-FS 1.0 version of the scale and manual. In 2025 he published the FEPS-FS 1.1 along side a new fidelity scale to assess team based care for individuals at Clinical High Risk for Psychosis, the Clinical High Risk for Psychosis Services Fidelity Scale (CHRP-FS). In addition to his research career Dr. Addington was for 11 years the Chair of the Department of Psychiatry at the University of Calgary and Head Calgary Health Region Regional Clinical Department of Psychiatry. He then served two three year terms as the Board Chair of the Canadian Psychiatric Association. .",,success,,2026-04-17T22:24:36.916957+00:00
mem_11c6e6d0a9,Douglas William Zochodne,https://profiles.ucalgary.ca/douglas-william-zochodne,https://profiles.ucalgary.ca/douglas-william-zochodne,douglas-william-zochodne,,Douglas William Zochodne | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:24:38.523427+00:00
mem_f204657bcb,Eli Kinney-Lang,https://profiles.ucalgary.ca/eli-kinney-lang,https://profiles.ucalgary.ca/eli-kinney-lang,eli-kinney-lang,Dr.,Eli Kinney-Lang | UCalgary Profiles | University of Calgary,"Background Educational Background PhD Digital Signal Processing (Brain-computer Interfaces), University of Edinburgh, Edinburgh, UK, BSc. Mathematics, University of Wyoming, Wyoming, USA,",,success,,2026-04-17T22:24:40.122959+00:00
mem_06b710915b,Elizabeth Condliffe,https://profiles.ucalgary.ca/elizabeth-condliffe,https://profiles.ucalgary.ca/elizabeth-condliffe,elizabeth-condliffe,Dr.,Elizabeth Condliffe | UCalgary Profiles | University of Calgary,"Background Credentials Fellow of the Royal College of Physicians of Canada (FRCPC), 2017 Educational Background PhD Biomedical Engineering, Mechanisms of Motor Impairments in Spastic Cerebral Palsy, University of Alberta, 2021 MD University of Toronto, 2008 MS Biomedical Engineering, Quantifying Post-Stroke Spastic Hypertonia at the Elbow: Reliability & Effects of High Intensity Training, Boston University, 2004 BSE Mechanical & Aerospace Engineering w/ Certificate in Engineering Biology, Princeton Univerisity, 2002",,success,,2026-04-17T22:24:41.707000+00:00
mem_5357e9a762,Eloise Carr,https://profiles.ucalgary.ca/eloise-carr,https://profiles.ucalgary.ca/eloise-carr,eloise-carr,,Eloise Carr | UCalgary Profiles | University of Calgary,"Biography Dr. Carr moved from the UK to join the Faculty of Nursing in October 2011. In 2013 she took a 0.5 Associate Dean (Students) position in the Faculty of Graduate Studies. A nurse by background, she is strongly committed to improving pain management through interprofessional practice. Dr. Carr supervises masters and doctoral students with an interest in her research areas of pain management, interprofessional education, mixed methods research and knowledge translation (KT). Dr. Carr has published over 80 articles, three textbooks and a DVD. As a member of the International Association for the Study of Pain (IASP) she has served on several committees including IASP’s International taskforce for Pain Management in Developing Countries, and their Educational Initiatives Working Group. She was a co-founder of IASP’s Pain Education SIG. Dr. Carr served on council for the British Pain Society (2007-2010), and serves on the Scientific Committee of the Canadian Pain Society.",,success,,2026-04-17T22:24:43.322631+00:00
mem_0dc9704372,Emily Wang,https://profiles.ucalgary.ca/emily-wang-0,https://profiles.ucalgary.ca/emily-wang-0,emily-wang-0,Dr.,Emily Wang | UCalgary Profiles | University of Calgary,"Biography Dr. Emily Wang has worked in the field of mental health for over 30 years, starting as a front line worker at the Sonia Shankman Orthogenic School in Chicago, Illinois. Dr. Wang holds a Master’s of Science in Educational Psychology, a Master’s of Art and a Doctorate of Philosophy in Clinical Psychology. She has been an invited speaker both internationally and nationally, on many occasions, speaking most frequently about the impact of trauma on development to professional groups, such as educators, clinicians, Indigenous populations, ministries in Alberta and British Columbia and caregivers. She was responsible for the provincial training of the Neurosequential Model (NM) concepts and implementation in Alberta from April 2017-October 2018. She currently works as a Senior Director of Clinical Advancement and Trauma Informed Services at Hull Services. Dr. Wang is a Specialist in Infant-Parent Mental Health and an appointed Fellow of the Neurosequential Model Network, which is based in Texas.",,success,,2026-04-17T22:24:44.925521+00:00
mem_a04b5207a5,Emma Towlson,https://profiles.ucalgary.ca/emma-towlson,https://profiles.ucalgary.ca/emma-towlson,emma-towlson,Dr.,Emma Towlson | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:24:46.568096+00:00
mem_cde9968348,Erica Makarenko,https://profiles.ucalgary.ca/erica-makarenko,https://profiles.ucalgary.ca/erica-makarenko,erica-makarenko,Dr.,Erica Makarenko | UCalgary Profiles | University of Calgary,"Biography Erica Makarenko (nee Backenson) grew up in southern New Jersey and completed her undergraduate work at St. Joseph’s University in Philadelphia. She went on to complete a Master of Arts degree in School Psychology and an advanced degree as an Educational Specialist from Rowan University in New Jersey. After completing her first two graduate degrees, Dr. Makarenko worked as a School Psychologist for the Greenwich Township School District in New Jersey and the Brandywine School District in Delaware before undertaking her doctoral work. She completed her Doctor of Psychology degree from the Philadelphia College of Osteopathic Medicine in 2012 with a specialization in School Neuropsychology. Dr. Makarenko came to the University of Calgary in 2012 to complete a postdoctoral fellowship in School Neuropsychology with the Werklund School of Education. In her role as a postdoc in the BrainGain Laboratory, Erica was responsible for identifying and serving children with multiple learning disability subtypes, teaching, research, and service delivery in the School and Applied Child Psychology program and in the University of Calgary’s Integrated Services in Education clinic (formerly UCAPES). Upon completing her postdoc in 2013, Erica continued to teach in the School & Applied Child Psychology program as an instructor. From 2013 until 2016, Dr. Makarenko worked as the Director of Instructional Impact for the James Chaput Centre for Educational Research Applications in Calgary, where she collaborated with a team of professionals to develop and pilot 21st century learning tools and academic programming. In her current role as an Instructor in the Werklund School of Education and the Academic Coordinator of both the Master of Education in School & Applied Child Psychology program and the Master of Counselling program, Dr. Makarenko is responsible for overseeing the administration and delivery of these programs as well as supporting students in the programs. As well, Dr. Makarenko is the Co-Academic Coordinator of the graduate certificate program in Educational Neuroscience: Applications for Teaching & Learning and the Manitoba First Nations cohort of the Master of Education in School & Applied Child Psychology program. In 2018, Dr. Makarenko assumed the role of Director of the ISE. In this role, Erica is focused on maximizing client experience and providing high quality graduate student training within the ISE. Dr. Makarenko is a Registered Psychologist in Alberta and a Nationally Certified School Psychologist in the United States. Dr. Makarenko is married and lives in Calgary with her husband, Dustin, and step-daughter, Leanne.",,success,,2026-04-17T22:24:48.199617+00:00
mem_50e629396d,Eric Chan,https://profiles.ucalgary.ca/eric-chan,https://profiles.ucalgary.ca/eric-chan,eric-chan,Dr.,Eric Chan | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:24:49.813667+00:00
mem_bd049b4c73,Eric Smith,https://profiles.ucalgary.ca/eric-smith,https://profiles.ucalgary.ca/eric-smith,eric-smith,Dr.,Eric Smith | UCalgary Profiles | University of Calgary,"Biography Dr. Eric Smith is Professor of Neurology, Radiology, and Community Health Sciences at the University of Calgary, and the holder of the endowed Katthy Taylor Chair in Vascular Dementia. He is the Medical Director of the Cognitive Neurosciences Clinic and a member of the Calgary Stroke Program. He directs the Clinical and Research Fellowship program in Cognitive Neurosciences. Dr. Smith graduated from McGill University, trained in Neurology in teaching hospitals of Harvard Medical School, and was Assistant Professor of Neurology at Harvard University before being recruited to Calgary in 2008. He Co-Chairs the Canadian Stroke Best Practices Advisory Committee of the Heart and Stroke Foundation, and is a member of the Executive Committee of the Canadian Consensus Conference on the Diagnosis and Treatment of Dementia. Dr. Smith’s research team investigates how cerebral small vessel diseases cause cognitive impairment and dementia.",,success,,2026-04-17T22:24:51.421218+00:00
mem_638c45e04a,Fady Girgis,https://profiles.ucalgary.ca/fady-girgis,https://profiles.ucalgary.ca/fady-girgis,fady-girgis,Dr.,Fady Girgis | UCalgary Profiles | University of Calgary,"Biography Dr. Girgis is a neurosurgeon subspecializing in deep brain stimulation, epilepsy, complex facial pain, brain tumors, and peripheral nerve surgery. As a functional neurosurgeon, he has extensive experience and expertise in neuromodulation, brain mapping, and awake brain surgery. Additionally, he teaches at the University of Calgary's Cumming School of Medicine and as well as in the residency training programs. Dr. Girgis trained at several institutions throughout Canada and the United States. After completing a bachelor’s degree in pharmacy at the University of Toronto, he practiced part-time as a pharmacist while completing medical school at the University of Calgary. He stayed in Calgary for his neurosurgical residency, during which he also traveled to Boston to complete a two-year post-doctoral research fellowship at Harvard Medical School and a master’s degree in education at the Harvard Graduate School of Education. Following residency, he obtained his board certification and then completed a clinical fellowship in functional neurosurgery at Case Western Reserve University in Cleveland. He then moved to California and practiced for several years at the University of California Davis, during which time he also completed another master’s degree in clinical-translational medicine. He joined the University of Calgary to continue his practice and research as a functional neurosurgeon-scientist. Dr. Girgis’ research interests lie in human intracranial cognitive neurophysiology. Using electrophysiological recordings from the brain, and the novel technology of low intensity focused ultrasound, he studies higher-order human psychological constructs such as theory of mind and meditation practices. This has implications for the treatment of various psychiatric, psychological, and movement disorders using neuromodulation techniques such as deep brain stimulation. His research is funded by the Hotchkiss Brain Institute and the Alberta Parkinson's Association. He is affiliated with the following HBI priority areas: Epilepsy; Parkinson's; Spinal Cord Nerve Injury and Pain (SCNIP). He is widely published, and serves as a reviewer for several neurosurgical journals.",,success,,2026-04-17T22:24:52.963276+00:00
mem_b07951c366,Farhad Maleki,https://profiles.ucalgary.ca/farhad-maleki,https://profiles.ucalgary.ca/farhad-maleki,farhad-maleki,,Farhad Maleki | UCalgary Profiles | University of Calgary,"Biography Dr. Farhad Maleki is an assistant professor in the Computer Science Department at the University of Calgary. Dr. Maleki spent his postdoc at the Augmented Intelligence & Precision Health Laboratory (AIPHL) at McGill University, where he was focused on machine learning for medical image analysis. Dr. Maleki completed his Ph.D. in Computer Science at the University of Saskatchewan, where he worked on developing methodologies to analyze genomics and proteomics data. At McGill, Dr. Maleki served as the president of the Association of Postdoctoral Fellows, and at the University of Saskatchewan, he served as the president of the Computer Science Graduate Council. Currently, Dr. Maleki is a member of the Machine Learning Education Sub-Committee of the Society for Imaging Informatics in Medicine and serves as a guest editor for a few journals focused on medical data analysis.",,success,,2026-04-17T22:24:54.555850+00:00
mem_cb50148558,Farnaz Amoozegar,https://profiles.ucalgary.ca/farnaz-amoozegar,https://profiles.ucalgary.ca/farnaz-amoozegar,farnaz-amoozegar,Dr.,Farnaz Amoozegar | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:24:56.158170+00:00
mem_53c25f2cf7,Fiona Costello,https://profiles.ucalgary.ca/fiona-costello,https://profiles.ucalgary.ca/fiona-costello,fiona-costello,,Fiona Costello | UCalgary Profiles | University of Calgary,"Biography Dr. Fiona Costello is a Professor in the Departments of Clinical Neurosciences and Surgery (Ophthalmology), Cumming School of Medicine, University of Calgary. She is also a Clinician Scientist with the Hotchkiss Brain Institute. She completed her medical school (1995) and Neurology residency training (2000) at Memorial University of Newfoundland, and then embarked on a clinical fellowship in Neuro-Ophthalmology at the University of Iowa (2000 – 2002). Her fellowship training was supported by an E.A. Baker Scholarship she received from the Canadian National Institute for the Blind. From 2002 to 2007 she worked as an Assistant Professor in Medicine (Neurology) and Ophthalmology, at the University of Ottawa. Since 2007, she has run a clinical practice in Calgary as a neuro-ophthalmologist, serving the needs of patients with neurological disorders involving the visual system. Dr. Costello’s area of research focuses on using the eye as a model for brain disorders including multiple sclerosis and tumors. In 2013, Dr. Costello was named Chair to the Roy and Joan Allen Investigatorship for Vision Research and is working to establish a translational vision research program at the Hotchkiss Brain Institute. She served as Director, Office of Surgical Research with the Department of Surgery at the University of Calgary from 2013 to 2017. Dr. Costello is currently an editorial board member with several academic journals including the Journal of Neuro-Ophthalmology, the Journal of Neurology, and Neurology. She has also worked in leadership roles with the Canadian Neurological Society, the Canadian Neurological Sciences Federation, the North American Neuro-Ophthalmology Society, the International Women in Multiple Sclerosis Network, and the Americas Committee for Treatment and Research in Multiple Sclerosis. In 2022, Dr. Costello was appointed Associate Dean, Chairs & Professorships, Cumming School of Medicine, University of Calgary.",,success,,2026-04-17T22:24:57.805740+00:00
mem_4fcca18975,Frank MacMaster,https://profiles.ucalgary.ca/frank-macmaster,https://profiles.ucalgary.ca/frank-macmaster,frank-macmaster,Dr.,Frank MacMaster | UCalgary Profiles | University of Calgary,"Biography My research interests are focused on using our neuroimaging platform to identify mechanisms that underlie neurodevelopmental and mental disorders. By doing so, we can improve health outcomes of children and adolescents in three ways: (1) by identifying the mechanisms that underlie the development of these disorders; (2) by using that new knowledge to better diagnosis neurodevelopmental and mental disorders; and (3) by developing novel treatment targets and identifying predictors of response. The main goal is to have my outcome-focused research have a positive and useful impact upon clinical practice in ways that will better the lives of children affected by neurodevelopmental disorders and mental illness.",,success,,2026-04-17T22:24:59.509717+00:00
mem_a0bb31cffa,Frank Stahnisch,https://profiles.ucalgary.ca/frank-stahnisch,https://profiles.ucalgary.ca/frank-stahnisch,frank-stahnisch,Professor,Frank Stahnisch | UCalgary Profiles | University of Calgary,"Biography (AMF/Hannah Professorship in the History of Medicine and Health Care) As a historian of medicine and health care, Frank's interests span the development of experimental physiology and laboratory medicine since the late 18th century (particularly France and Germany), the historical relationship between neurology/the neurosciences and the philosophy of the mind (focus on the German-speaking countries and North America), the relationship between clinical neuroscience and public mental health (particularly Canada and the United States), the historical epistemology of the life sciences (18th to 21st centuries), and the longer history of visualization practices in medicine and health care. His current research as a Principle Investigator has been supported by research grants from SSHRC, CIHR, AvH, NSHRF, AMS, and AHRF. Since 2015 he has succeeded Professor Malcolm Macmillan (University of Melbourne, Australia) as Editor-in-Chief of the international ""Journal of the History of the Neurosciences"" (with Taylor & Francis - Routledge Group). Frank W. Stahnisch is an Editor-in-Chief of the international ""Journal of the History of the Neurosciences"", which is the official journal of the International Society for the History of the Neurosciences (ISHN) and the History Committee of the World Federation of Neurology (WFR). This journal is a flagship journal in the wider field of the history of neuroscience, psychiatry, and public mental health. Frank envisages his role as Editor-in-Chief, as to encourage broader scholarly uptake in the history and philosophy of neuroscience, the cultural historical exploration of neuroscientific concepts, institutions, and practices, along with the comparative aspects of neuroscientific research and clinical work in different cultural and international settings. URL: http://www.tandfonline.com/loi/njhn20#.VY2XPKY3Wag",I'm looking for... Learning opportunities Graduate Students (Master's and PhDs) and PostDocs (external funding),success,,2026-04-17T22:25:01.191985+00:00
mem_d3cc4c7671,Gabriela Gilmour,https://profiles.ucalgary.ca/gabriela-gilmour,https://profiles.ucalgary.ca/gabriela-gilmour,gabriela-gilmour,Dr.,Gabriela Gilmour | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:25:02.835713+00:00
mem_98307ce526,Gabrielle Wilcox,https://profiles.ucalgary.ca/gabrielle-wilcox,https://profiles.ucalgary.ca/gabrielle-wilcox,gabrielle-wilcox,Dr.,Gabrielle Wilcox | UCalgary Profiles | University of Calgary,"Biography In January 2013, Dr. Wilcox moved to Alberta from Pennsylvania, where she spent most of her life. She earned a BSE in English Education and an MS in School Psychology at Millersville University. She practiced as a school psychologist for eight years, primarily serving students with intellectual disabilities or severe emotional/ behavioral problems, before completing her PsyD in School Psychology at Philadelphia College of Osteopathic Medicine (PCOM) in 2009. She completed post-doctoral training in clinical neuropsychology. She practiced as a licensed psychologist in Pennsylvania, primarily working in pediatric neuropsychology, until joining the Werklund School of Education at the University of Calgary. Dr. Wilcox is a Registered Psychologist in Alberta and a Nationally Certified School Psychologist. Professional & Community Affiliations Hotchkiss Brain Institute Mathison Centre for Mental Health Research and Education Alberta Children's Hospital Research Institute (ACHRI) Owerko Centre National Academy of Neuropsychology National Association of School Psychologists Trainers of School Psychologists Canadian Psychological Association LD & ADHD Network - Calgary Region (https://ldadhdnetwork.ca/) Learning Disability Association of Alberta - Vice President (https://ldalberta.ca/)",,success,,2026-04-17T22:25:04.484974+00:00
mem_8c725171a4,Gail Diane Kopp,https://profiles.ucalgary.ca/gail-diane-kopp,https://profiles.ucalgary.ca/gail-diane-kopp,gail-diane-kopp,,Gail Diane Kopp | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:25:06.211581+00:00
mem_4517ebed1e,Garnette Roy Sutherland,https://profiles.ucalgary.ca/garnette-roy-sutherland,https://profiles.ucalgary.ca/garnette-roy-sutherland,garnette-roy-sutherland,,Garnette Roy Sutherland | UCalgary Profiles | University of Calgary,"Biography Dr. Garnette Sutherland completed his residency in Neurosurgery at the University of Western Ontario. His first appointment was at the University of Manitoba, in both the Departments of Surgery and Pharmacology. There, in addition to his clinical work, he established an experimental laboratory, one of the first of its kind, for the study of neurological disease using MR imaging and spectroscopy. In 1993, Sutherland was appointed the head of Division of Neurosurgery at the University of Calgary. In collaboration with NRC-Canada, he developed the world's first intraoperative MRI system based on a moveable l.5T magnet. With MDA, Sutherland also developed neuroArm, an image-guided MR-compatible robotic system. In 2004, Dr. Sutherland received the Manning Award of Distinction for this work, in 2007, the Alberta Science and Technology Leadership Foundation award and in 2008, the City of Calgary Signature Award. He was awarded the Queen Elizabeth Diamond Jubilee medal 2012 and in 2013, the American Astronautical Society and NASA for the earth applications of space technology. He received the CIHR-CMAJ Top Achievements in Health Research Award in 2013 for his scientific accomplishments. He has given over 260 national and international lectures and published 190 manuscripts, 15 patents and 29 book excerpts. In 2011, Sutherland was appointed to the Order of Canada for his lifetime achievement in healthcare innovation and in 2014, was inducted into the Space Technology Hall of Fame for neuroArm. In July 2015, Dr. Sutherland was awarded with the NASA Highest Technology Achievement Medal for his work on neuroArm.",,success,,2026-04-17T22:25:07.844168+00:00
mem_bae50027da,Gary Michael Klein,https://profiles.ucalgary.ca/gary-michael-klein,https://profiles.ucalgary.ca/gary-michael-klein,gary-michael-klein,,Gary Michael Klein | UCalgary Profiles | University of Calgary,"Biography Dr. Klein is an alumnus of Keble College, Oxford, and a graduate of Westminster Medical School, University of London. He completed his neurology training at the University of Calgary, followed by a fellowship in Clinical Neurophysiology. Dr. Klein is a clinical neurophysiologist active in the EMG clinics and EEG interpretation. He is also a participant in the Calgary Stroke Program and the General Neurology Clinic, Alberta Health Services. In addition to his clinical duties, Dr. Klein is actively involved in clinical research, primarily through the Stroke Program and the Stroke Prevention Clinic, but also evaluates patients for research studies in Clinical Neurophysiology.",,success,,2026-04-17T22:25:09.470589+00:00
mem_3ed07ce6c8,G. Bruce Pike,https://profiles.ucalgary.ca/g-bruce-pike,https://profiles.ucalgary.ca/g-bruce-pike,g-bruce-pike,,G. Bruce Pike | UCalgary Profiles | University of Calgary,"Biography The focus of my research has been the development and application of quantitative structural and functional magnetic resonance imaging (MRI) methods for basic and clinical neuroscience. I have held major leadership roles in brain imaging research programs, such as Director of the McConnell Brain Imaging Centre of the Montreal Neurological Institute of McGill University and Head of Image Science at the University of Calgary. During the past few years I have also established a new research program at the University of Calgary in the area of MR guided focused ultrasound (FUS) that uses this technology for neurosurgery, drug deliver via FUS-mediated BBB opening, and low intensity pulsed FUS for neuomodulation.",,success,,2026-04-17T22:25:11.119280+00:00
mem_bb45f29b7a,Geoffrey Messier,https://profiles.ucalgary.ca/geoffrey-messier,https://profiles.ucalgary.ca/geoffrey-messier,geoffrey-messier,,Geoffrey Messier | UCalgary Profiles | University of Calgary,"Background Educational Background Bach of Eng Electrical Engineering, University of Saskatchewan, 1996 B.S. Computer Science, University of Saskatchewan, 1996 Doctor of Philosophy Electrical Engineering, University of Alberta, 2004 M.S. Electrical Engineering, University of Calgary, 1998",,success,,2026-04-17T22:25:12.720851+00:00
mem_2b62d32b15,George Francis,https://profiles.ucalgary.ca/george-francis,https://profiles.ucalgary.ca/george-francis,george-francis,Dr.,George Francis | UCalgary Profiles | University of Calgary,"Biography Dr. George Francis is a Clinical Associate Professor in the Department of Clinical Neurosciences as well as the Department of Oncology, Cumming School of Medicine, University of Calgary. He completed his medical degree at the University of Alberta in 2011, as well as his specialty training in Physical Medicine & Rehabilitation in 2016. He has also completed a clinical fellowship in cancer rehabilitation at the MD Anderson Cancer Center in Houston, Texas in 2017. His clinical practice includes cancer rehabilitation, general rehabilitation inpatient consults, brain injury rehabilitation, and nerve conduction studies/electromyography. Dr. Francis also has an interest in medical education at both the postgraduate and undergraduate levels and is actively involved in teaching residents and medical students at various levels. He is the Residency Program Director for Physical Medicine & Rehabilitation, and the Fellowship Program Director for Cancer Rehabilitation.",,success,,2026-04-17T22:25:14.435503+00:00
mem_460c3f47d4,Georgina Dimitropoulos,https://profiles.ucalgary.ca/georgina-dimitropoulos,https://profiles.ucalgary.ca/georgina-dimitropoulos,georgina-dimitropoulos,Dr.,Georgina Dimitropoulos | UCalgary Profiles | University of Calgary,"Biography Dr. Gina Dimitropoulos is a Professor at the Faculty of Social Work, University of Calgary, and is cross appointed with the Departments of Psychiatry and Pediatrics. Dr. Dimitropoulos is a Full Member of the Hotchkiss Brain Institute, the Mathison Centre for Mental Health Research and Education, the Alberta Children's Hospital Research Institute, and the O'Brien Institute for Public Health. She currently holds the University of Calgary Research Excellence Chair in transdisciplinary research and system level interventions for equitable and accessible youth mental health services. She was recently inducted into the College of New Scholars, Artists, and Scientists at the Royal Society of Canada. Additionally, she is a Clinical Fellow and Supervisor with the American Association for Marriage and Family Therapy (AAMFT), and a Certified Family Therapist and Supervisor with the Training Institute for Child and Adolescent Eating Disorders. Dr. Dimitropoulos has over 25 years of clinical experience in both tertiary care and community-based settings delivering family-based treatments, group therapy and individual counselling for adolescents and adults with mental health issues.",,success,,2026-04-17T22:25:16.096783+00:00
mem_0be3586361,Gerald Giesbrecht,https://profiles.ucalgary.ca/gerald-giesbrecht,https://profiles.ucalgary.ca/gerald-giesbrecht,gerald-giesbrecht,Dr.,Gerald Giesbrecht | UCalgary Profiles | University of Calgary,"Biography Dr. Giesbrecht is a registered Clinical Psychologist in the province of Alberta and Professor in the Departments of Paediatrics and Community Health Sciences at the University of Calgary. He is the Director of the Child and Family Health Research Unit in the Department of Paediatrics at the University of Calgary. His research program focuses on the psychobiology of stress, and especially on the effects of in utero and early life stress on child development. He is currently studying the effects of risk and resilience factors, such as adverse childhood experiences, nutrition, temperament, and the gut microbiota on children’s neurodevelopment and mental health outcomes. The overall objectives of his research program are to identify the mechanisms by which early life exposure to stress becomes biologically embedded in children’s development, to identify risk and resilience factors that modify the effects of early life stress exposure on children’s development, and to develop effective intervention and prevention strategies to prevent or reduce the effects of early life stress exposure on children’s development.",,success,,2026-04-17T22:25:17.764094+00:00
mem_a5c016ebe3,Gerald Pfeffer,https://profiles.ucalgary.ca/gerald-pfeffer,https://profiles.ucalgary.ca/gerald-pfeffer,gerald-pfeffer,Dr.,Gerald Pfeffer | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:25:19.382456+00:00
mem_3cc315d4d3,Gerald Zamponi,https://profiles.ucalgary.ca/gerald-zamponi,https://profiles.ucalgary.ca/gerald-zamponi,gerald-zamponi,Dr.,Gerald Zamponi | UCalgary Profiles | University of Calgary,"Biography Dr. Gerald Zamponi is a Full Professor in the Cumming School of Medicine at the University of Calgary where he commenced his faculty position in 1997. He previously served as the Head of the Department of Physiology and Pharmacology (2008-2012) and Senior Associate Dean for Research (2012-2024) . He received his undergraduate training in Engineering Physics from the Johannes Kepler University in Austria, followed by a PhD in Neuroscience at the University of Calgary and postdoctoral work at the University of British Columbia in Canada. Dr. Zamponi’s research addresses how ion channels and receptors contribute to neurological disorders such as chronic pain, with the goal of developing strategies to regulate ion channel function for therapeutic intervention. His work also deciphers the functional connectomics of brain circuits that process pain signals. The translational impact of his work is evident from his co-founding of NeuroMed Pharmaceuticals and Zymedyne Therapeutics, and inventorship on 12 issued US patents pertaining to new pain therapeutics. He has published over 390 articles, has given over 300 invited lectures across the globe. Dr. Zamponi is the recipient of numerous prestigious awards. In addition to having been an Alberta Innovates-Health Solutions Scientist and Canadian Institutes of Health Research Investigator, he held three terms as a Tier 1 Canada Research Chair in Molecular Neurobiology. He is an elected Fellow of both the Royal Society of Canada, and the Canadian Academy of Health Sciences, which represents top honors for those in the basic and medical science, respectively.",,success,,2026-04-17T22:25:21.091398+00:00
mem_c4a9f6ea6f,Giuseppe Iaria,https://profiles.ucalgary.ca/giuseppe-iaria,https://profiles.ucalgary.ca/giuseppe-iaria,giuseppe-iaria,Dr.,Giuseppe Iaria | UCalgary Profiles | University of Calgary,"Background Educational Background Teaching Faculty Certificate University of British Columbia, 2008 Training in Communication and Media University of British Columbia and the Vancouver Coast Health Research Institute, 2007 Doctor of Philosophy Cognitive Neuroscience, University of Rome, 2003 M.A. Neuropsychology, University of Rome, 1999 B.A. Psychology, University of Rome, 1997",,success,,2026-04-17T22:25:22.714599+00:00
