member_id,name,profile_url,source_url,url_slug,honorific,page_title,biography,looking_for,crawl_status,crawl_error,crawled_at
mem_414b7b0e40,Kelly Dean Schwartz,https://profiles.ucalgary.ca/kelly-dean-schwartz,https://profiles.ucalgary.ca/kelly-dean-schwartz,kelly-dean-schwartz,Dr.,Kelly Dean Schwartz | UCalgary Profiles | University of Calgary,"Biography Dr. Kelly Dean Schwartz is Associate Professor, School and Applied Child Psychology (SACP), at the University of Calgary. He holds a PhD in Social Psychology (2002) and an MSc in School and Community Psychology (1992) from the University of Calgary. His research and teaching interests include the psychosocial factors contributing to child, adolescent, and family development, particularly how developmental assets contribute to both risk and thriving in individual and social contexts. As PI, Dr. Schwartz recently completed a 5-year CIHR-funded study of youth mental health and resilience during and following the COVID-19 pandemic. He is currently the PI on the Family First Responder project, a 5-year CIHR Team Grant that funded the design and testing of a psychoeducation and support program for family members of emergency first responders (police, fire, and paramedics). Dr. Schwartz holds several national and international grants for his research in positive youth development, child mental health, and family resiliency, and he is past-Chair (2013-2019) of the Canadian Psychological Association, Family Psychology section. He is a full member of the Alberta Children’s Hospital Research Institute (ACHRI), the Owerko Centre, the Hotchkiss Brain Institute, and the Mathison Centre for Mental Research & Education, as well as a research member with the Academic, Research, and Clinical Network (ARCN), Canadian Institute of Public Safety Research and Treatment (CIPSRT), and the Canadian Institute of Military and Veteran Health Research (CIMVHR). Dr. Schwartz’s research has been published articles and chapters in numerous academic and common publications, and he has presented symposia and invited lectures at over 100 national and international conferences. As a registered psychologist (1993), Dr. Schwartz began his career with a Calgary school board and worked extensively with children and adolescents who had severe learning and/or social/emotional needs. From 1996 to 2008, he was on faculty at Ambrose University College where he served as Program Head of Behavioural Science (an interdisciplinary psychology and sociology undergraduate degree program). From 2008 to 2015, Dr. Schwartz served as Clinical Director for the U of C Applied Psychological and Educational Services (UCAPES, now the Centre for Wellbeing in Education). He was also the Director of Internships (2011-2017) and Director of Clinical Training (2022-2024) for the SACP program. Regarding community and professional service, Dr. Schwartz has served as a member of the College of Alberta Psychologists Hearing Tribunal/Complaint Review Committee and Credentials Review Committee and as Vice-President of the Psychologists’ Association of Alberta Board of Directors. Over the years, he has kept a small but active private practice (PsyConsult) and held numerous contracts with local public and First Nation school divisions, child and family service agencies, and Ministry-appointed tribunals (Alberta Education). Dr. Schwartz has also served on several non-profit boards, most recently as Board Member (2007-2012) and President of HopeShares Canada (2012-2015), a Canadian charitable organization supporting global community development initiatives, and now as a Board Chair, Radiance Family Society. Personally, Kelly has coached hockey and softball provincially and nationally for over 15 years and is a NCCP Level II Coach. He is most proudly the husband (Jody) and father of three emerging adults and their partners. Kelly loves the Saskatchewan Riders, the Philadelphia Flyers, 80’s rock music, and is constantly on the search for the perfect cup of non-Starbuck’s coffee.",,success,,2026-04-17T22:27:22.221109+00:00
mem_599092b85f,Kelly Larkin-Kaiser,https://profiles.ucalgary.ca/kelly-larkin-kaiser,https://profiles.ucalgary.ca/kelly-larkin-kaiser,kelly-larkin-kaiser,Dr.,Kelly Larkin-Kaiser | UCalgary Profiles | University of Calgary,"Background Educational Background BSc Honours Human Kinetics, University of Guelph, Diploma Sports Injury Medicine, Sheridan College, MSc Human Performance, University of Florida, PhD Applied Physiology and Kinesiology, University of Florida,",,success,,2026-04-17T22:27:24.239052+00:00
mem_9211234ed6,Kenneth Lukowiak,https://profiles.ucalgary.ca/kenneth-lukowiak,https://profiles.ucalgary.ca/kenneth-lukowiak,kenneth-lukowiak,Professor,Kenneth Lukowiak | UCalgary Profiles | University of Calgary,"Background Educational Background B.S. Biological Sciences, Iona College, 1969 Doctor of Philosophy Neurophysiology, State University of New York, 1973 Ken's CV",,success,,2026-04-17T22:27:26.221156+00:00
mem_bb77b86a3f,Kenton Hecker,https://profiles.ucalgary.ca/kenton-hecker,https://profiles.ucalgary.ca/kenton-hecker,kenton-hecker,,Kenton Hecker | UCalgary Profiles | University of Calgary,"Biography Dr. Hecker studies performance in health professions education, specifically he has built a program of basic and applied research focusing in three areas: 1) Selection of applicants; 2) Assessment of student/trainee competency development across the health care continuum; and 3) The application of neuro-imaging methods (functional magnetic resonance imaging [fMRI] and electroencephalography [EEG]) to assess learning, reasoning and decision making.",,success,,2026-04-17T22:27:28.759903+00:00
mem_667f73be93,Kevin Douglas Busche,https://profiles.ucalgary.ca/kevin-douglas-busche,https://profiles.ucalgary.ca/kevin-douglas-busche,kevin-douglas-busche,Dr.,Kevin Douglas Busche | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:27:30.364421+00:00
mem_6c0f4891e4,Kimberley Smaniotto - Holmes,https://profiles.ucalgary.ca/kimberley-smaniotto-holmes,https://profiles.ucalgary.ca/kimberley-smaniotto-holmes,kimberley-smaniotto-holmes,,Kimberley Smaniotto - Holmes | UCalgary Profiles | University of Calgary,"Biography Dr. Holmes has been a public and private school educator at various levels and subject areas since convocation with a Bachelor of Education in 1990. In 2000, she completed her MA (Honors) exploring the link between literature, creativity, and leadership development in conjunction with the Banff Center of Management. Her PhD at the University of Calgary explored the role of mindfulness in curriculum, teaching and learning and was the recipient of the CATE (2016) award for her contribution to teacher education. From 1997 to the present Dr. Holmes served as an English educator, Curriculum Leader, and Alberta Initiative for School Improvement Learning Leader with the Calgary Board of Education. From 1991-1997 she worked in private education at Rundle College teaching English and Drama. In 2020, Dr. Holmes joined the Werklund School of Education at the University of Calgary as an adjunct assistant professor and sessional instructor.",,success,,2026-04-17T22:27:31.973480+00:00
mem_2434ffebd2,Kirsten Bobawsky (Fiest),https://profiles.ucalgary.ca/kirsten-bobawsky-fiest,https://profiles.ucalgary.ca/kirsten-bobawsky,kirsten-bobawsky,Dr.,Kirsten Bobawsky (Fiest) | UCalgary Profiles | University of Calgary,"Biography Dr. Kirsten Fiest is the Scientific Director of the O’Brien Institute for Public Health and a Professor in the Departments of Critical Care Medicine, Community Health Sciences, and Psychiatry at the University of Calgary. She earned her PhD in Epidemiology from the University of Calgary and completed postdoctoral training in neuro- and psychiatric epidemiology at the University of Manitoba. Dr. Fiest’s research program is dedicated to advancing the science of patient- and family-centered critical care. Her current work explores how family members can help prevent, detect, and manage delirium in critically ill patients. Recognized as an impactful scientist and emerging leader, Dr. Fiest was inducted into the Royal Society of Canada’s College of New Scholars, Artists and Scientists in 2023 and named one of Canada’s 100 Most Powerful Women (Amex Emerging Leader) by WXN in 2024. In addition to her research and leadership roles, Dr. Fiest serves as co-chair of the Canadian Critical Care Trials Group’s Equity, Diversity, Inclusion, and Indigeneity Committee, where she works to promote inclusion and improve representation of women, Indigenous Peoples, persons of colour, and persons with disabilities in critical care research. When she's not at work, Dr. Fiest loves to unwind with a great book, a challenging game, or a classic puzzle.",,success,,2026-04-17T22:27:33.989333+00:00
mem_5df4c5aac6,Kirstie Lithgow,https://profiles.ucalgary.ca/kirstie-lithgow,https://profiles.ucalgary.ca/kirstie-lithgow,kirstie-lithgow,Dr.,Kirstie Lithgow | UCalgary Profiles | University of Calgary,"Biography Kirstie Lithgow is an endocrinologist and Assistant Clinical Professor at the Cumming School of Medicine at the University of Calgary. She completed her medical school, internal medicine and endocrinology training in Calgary and following this, went on to pursue additional fellowship training in pituitary disease and neuroendocrine tumours in Birmingham, UK. Her clinical and research interests include pituitary tumours, neuroendocrine tumours, and improving care for patients impacted by endocrine cancer. She has over 20 peer reviewed publications and holds grant funding from the Canadian Neuroendocrine Tumour Society.",,success,,2026-04-17T22:27:35.914191+00:00
mem_05362065f8,Kristin von Ranson,https://profiles.ucalgary.ca/kristin-von-ranson,https://profiles.ucalgary.ca/kristin-von-ranson,kristin-von-ranson,Dr.,Kristin von Ranson | UCalgary Profiles | University of Calgary,"Background Credentials Registered Psychologist, College of Alberta Psychologists, Educational Background Postdoctoral fellowship Pediatric Psychology and Adolescent Medicine, Cincinnati Children's Hospital Medical Center, Ph.D. Clinical Psychology, University of Minnesota, Predoctoral internship Clinical Psychology, Western Psychiatric Institute & Clinic, University of Pittsburgh Medical Center, B.A. (Honours) Psychology, Bryn Mawr College, von Ranson abbreviated CV, July 2025","I'm looking for... Research partners Update: For the 2026-27 year, I'm not accepting any honours supervisees nor graduate supervisees in clinical psychology.",success,,2026-04-17T22:27:37.843038+00:00
mem_9c853bf265,Lara Leijser,https://profiles.ucalgary.ca/lara-leijser,https://profiles.ucalgary.ca/lara-leijser,lara-leijser,Dr.,Lara Leijser | UCalgary Profiles | University of Calgary,"Background Educational Background Fellowship in Neonatology University Medical Center Utrecht, The Netherlands, Fellowship in Neonatal Neurology University of Toronto, Hospital for Sick Children, Canada, Residency in Pediatrics Leiden University, The Netherlands, PhD Medicine - Neonatology, Leiden University, The Netherlands, MD Medicine, Leiden University, The Netherlands, MSc Biomedical Sciences, Leiden University, The Netherlands, BSc Biomedical Sciences, Leiden University, The Netherlands,",,success,,2026-04-17T22:27:40.088526+00:00
mem_7be3b79e71,Laura Curiel,https://profiles.ucalgary.ca/laura-curiel,https://profiles.ucalgary.ca/laura-curiel,laura-curiel,,Laura Curiel | UCalgary Profiles | University of Calgary,"Biography Affiliations: Professional Engineer: APEGA (Alberta) and PEO (Ontario) IEEE Senior Member, Ultrasonics Ferroelectric and Frequency Control Member IEEE Women in Engineering Member International Society of Therapeutic Ultrasound European Society for Magnetic Resonance in Medicine and Biology",,success,,2026-04-17T22:27:42.004783+00:00
mem_613baceb13,Lawrence Korngut,https://profiles.ucalgary.ca/lawrence-korngut,https://profiles.ucalgary.ca/lawrence-korngut,lawrence-korngut,,Lawrence Korngut | UCalgary Profiles | University of Calgary,"Background Educational Background B.S. Life Sciences, Queen's University, 1998 Doctor of Medicine , University of Western Ontario, 2002 M.S. Epidemiology, University of Calgary, 2014",,success,,2026-04-17T22:27:43.642142+00:00
mem_285408d323,Leah Mayo,https://profiles.ucalgary.ca/leah-mayo,https://profiles.ucalgary.ca/leah-mayo,leah-mayo,Dr.,Leah Mayo | UCalgary Profiles | University of Calgary,"Biography Dr. Leah Mayo is an Assistant Professor in the Department of Psychiatry, a Full Member of the Hotchkiss Brain Institute and the Mathison Centre for Mental Health Research & Education, and the Parker Research Chair in Psychedelics. Her research focuses on developing novel pharmacological interventions for stress-related mental health disorders, such as substance use disorders and post-traumatic stress disorder. Her group has a particular focus on cannabinoid- and psychedelic-based therapeutic opportunities, which they explore using behavioral pharmacology, psychophysiology, and neuroimaging. Beyond developing novel treatment strategies, her group is also interested in gaining mechanistic insight into stress and social processing in healthy and clinical populations.",,success,,2026-04-17T22:27:45.942322+00:00
mem_aa5f0f5195,Lenora Brown,https://profiles.ucalgary.ca/lenora-brown,https://profiles.ucalgary.ca/lenora-brown,lenora-brown,,Lenora Brown | UCalgary Profiles | University of Calgary,"Biography Dr. Brown is one of the few board certified neuropsychologists in the Province of Alberta. Aside from operating her private practice, Dr. Brown conducts research, supervises students, and has lectured in the Department of Clinical Neurosciences since 2003. Her research focuses on employing psychophysics and neuropsychological psychometrics to investigate sensitive reliable and valid outcome measures in MS. Her approach includes a lateralized perspective to examine left-and-right cerebral asymmetries and the efficiency of interhemispheric integration of information. The overall goal of her research is to identify useful markers of central nervous system integrity and subclinical changes.",,success,,2026-04-17T22:27:47.934873+00:00
mem_a68812ef9c,Leticia Radin Pereira,https://profiles.ucalgary.ca/leticia-radin-pereira,https://profiles.ucalgary.ca/leticia-radin-pereira,leticia-radin-pereira,Dr.,Leticia Radin Pereira | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:27:49.868080+00:00
mem_092b07aeb6,Lian Willetts,https://profiles.ucalgary.ca/lian-willetts,https://profiles.ucalgary.ca/lian-willetts,lian-willetts,Dr.,Lian Willetts | UCalgary Profiles | University of Calgary,"Biography Lian completed her Ph.D. in Experimental Medicine under the mentorship of Dr. James Lee ( Department of Biochemistry and Molecular Biology, Mayo Clinic Arizona, USA ), and Dr. Redwan Moqbel ( Faculty of Medicine, University of Alberta, Canada ) in 2012. Her research work focused on the generation and application of transgenic mouse-based models to investigate eosinophil degranulation in allergic airway diseases ( e.g. asthma). She generated a strain of transgenic mice which lacks the Vesicle Associated Membrane Protein-7 (VAMP-7) only in their eosinophils. Using this model, the role of membrane fusion proteins ( e.g. V/R-SNAREs) in eosinophils and their impact on pathophysiological development of asthma can be measured and analyzed. In 2013, Lian was recruited as a postdoctoral fellow in the Department of Oncology at the University of Alberta and the Alberta Prostate Cancer Research Initiative (APCaRI) supervised by Dr. John Lewis. Her research focused on the mechanism of cancer metastasis and clinical applications in the diagnosis and prognosis of metastasis. Lian and her team combined intravital “live cancer” imaging and model-based research to screen for biomarkers ( e.g. microRNAs, proteins, and extracellular vesicles) of cancer metastasis. The project has identified several target-patterns with diagnostic, prognostic, and potential therapeutic value. Lian has won several prestigious awards for her work, including Postdoctoral Fellowship from the United States Department of Defense Prostate Cancer Program. She was awarded the silver medal at the 2015 International Falling Walls Lab and Conference in Berlin, Germany. Lian is very active in the Falling Walls lab community and was a member of the jury for the Falling Wall Labs 2017.",,success,,2026-04-17T22:27:51.833539+00:00
mem_7467cd8626,Lori Montgomery,https://profiles.ucalgary.ca/lori-montgomery,https://profiles.ucalgary.ca/lori-montgomery,lori-montgomery,,Lori Montgomery | UCalgary Profiles | University of Calgary,Biography Affiliations: O'Brien Institute for Public Health (full) Hotchkiss Brain Institute (full),,success,,2026-04-17T22:27:53.877426+00:00
mem_ffc70c151e,Lorraine Venturato,https://profiles.ucalgary.ca/lorraine-venturato,https://profiles.ucalgary.ca/lorraine-venturato,lorraine-venturato,Dr.,Lorraine Venturato | UCalgary Profiles | University of Calgary,"Biography Dr. Lorraine Venturato is an Associate Professor Emerita in the Faculty of Nursing at the University of Calgary. She has extensive experience as a clinician, educator and researcher in care of older people across the full spectrum of care, with a particular focus on community and long-term care services. Dr. Venturato joined the Faculty of Nursing in January 2014 and moved to emerita in March of 2025. She held the inaugural Faculty of Nursing Chair in Gerontology until March 2019 and previously held a joint position as a senior research fellow in Australia. She is a passionate advocate for partnered approaches to research, education, and practice. Dr. Venturato's passion for working with older people has led her to explore creative and innovative approaches to meeting the challenges that face older people and those that care for them. Her current research uses a variety of qualitative, participatory, and arts-based research approaches to 1) explore and enhance understanding of the lives of older adults both in community and long-term care settings, and 2) co-create service delivery and workforce development opportunities in long-term care settings.",,success,,2026-04-17T22:27:56.217855+00:00
mem_b1e13c5609,Luanne Marie Metz,https://profiles.ucalgary.ca/luanne-marie-metz,https://profiles.ucalgary.ca/luanne-marie-metz,luanne-marie-metz,,Luanne Marie Metz | UCalgary Profiles | University of Calgary,"Background Educational Background B.S. , University of Calgary, 1980 Doctor of Medicine Medicine, University of Calgary, 1983",,success,,2026-04-17T22:27:58.211451+00:00
mem_fc8bf2f9b6,Manuel Hulliger,https://profiles.ucalgary.ca/manuel-hulliger,https://profiles.ucalgary.ca/manuel-hulliger,manuel-hulliger,Dr.,Manuel Hulliger | UCalgary Profiles | University of Calgary,,,success,,2026-04-17T22:28:00.122262+00:00
mem_d71eba52b6,Marc Poulin,https://profiles.ucalgary.ca/marc-poulin,https://profiles.ucalgary.ca/marc-poulin,marc-poulin,Dr.,Marc Poulin | UCalgary Profiles | University of Calgary,"Biography Marc Poulin is Professor of Physiology in the Cumming School of Medicine (Departments of Physiology & Pharmacology, and Clinical Neurosciences) and the Faculty of Kinesiology. He is a member of the Hotchkiss Brain Institute, the Libin Cardiovascular Institute of Alberta, and the O’Brien Institute of Public Health. He also holds the Brenda Strafford Foundation (Endowed) Chair in Alzheimer Research. He obtained a Bachelor of Physical and Health Education (Honors) from Laurentian University (Sudbury, Ontario; 1986), an MA and PhD in Exercise Physiology from the University of Western Ontario (London, Canada; 1988 and 1993) and a DPhil in Respiratory and Cerebrovascular Human Physiology from the University of Oxford (New College; Oxford, UK; 1999). He is an internationally recognized leader in cerebrovascular regulation, sleep, high altitude physiology, and in the processing of biological signals. The Poulin Lab uses transcranial Doppler ultrasound, NIRS, neuroimaging, and novel approaches (i.e., dynamic end-tidal forcing technique) to probe human physiology in health, disease and across the lifespan. Dr. Poulin has also worked with a number of industrial partners (e.g., Polar Electro Oy and ALMA). Dr. Poulin has had the privilege of supervising over 200 trainees, including 20 postdoctoral fellows and over 25 graduate students. Poulin has a track record of supporting women in science with 63% of trainees identifying as women. Previous trainees hold faculty positions at top universities in Canada and abroad (France, Australia, Japan). Dr. Poulin has published over 120 scientific papers. His work has been received 7000 citations and has an H-factor of 46. Dr. Poulin leads a graduate training specialization program in Mountain Medicine and High-Altitude Physiology at the University of Calgary. This program aims to recruit Indigenous Peoples of under-developed mountainous countries. Since 2010, he has been interacting with Canadian mining companies to better understand the challenges imposed on miners who work at high altitude in South America. He currently serves on the scientific advisory board of the International Hypoxia Symposia Conference series and served as Editor for the journal Experimental Physiology (Physiological Society, UK; 2013-2017). He holds grants from the Canadian Institutes of Health Research and the Natural Sciences and Engineering Research Council of Canada. Dr. Poulin is Co-Director of the NSERC BRAIN CREATE Interdisciplinary Training Program for New Neurotechnologies (2019-2026). This program has dedicated trainee positions for Indigenous trainees from across Canada. Equity, Diversity, Inclusion: Dr. Poulin’s research group strives to recruit and accommodate trainees with diverse training and backgrounds. Trainees have access to career development and advancement opportunities regardless of sex, gender and background. Dr. Poulin’s trainees reflect a wide range of age (17-81 years), racialized groups and cultures. Dr. Poulin has supported trainees from many different countries including Canada, Brazil, France, Ireland, Italy, Japan, Nepal, Nigeria, Switzerland, UK and the USA.",I'm looking for... Learning opportunities For Students/Trainees Study participants Brain in Motion II Study,success,,2026-04-17T22:28:02.385116+00:00
mem_95295c7522,Marcus Koch,https://profiles.ucalgary.ca/marcus-koch,https://profiles.ucalgary.ca/marcus-koch,marcus-koch,,Marcus Koch | UCalgary Profiles | University of Calgary,"Background Educational Background Doctor of Medicine Medicine, University of Groningen, 2005 Doctor of Philosophy Medicine, University of Groningen, 2008",,success,,2026-04-17T22:28:04.415377+00:00
mem_581f118e90,Mariana Pinheiro Bento,https://profiles.ucalgary.ca/mariana-pinheiro-bento,https://profiles.ucalgary.ca/mariana-pinheiro-bento,mariana-pinheiro-bento,Dr.,Mariana Pinheiro Bento | UCalgary Profiles | University of Calgary,"Biography My name is Mariana Bento, a full-time, tenure-track Assistant Professor in the Department of Biomedical Engineering in the Schulich School of Engineering at the University of Calgary. I have joint appointment in the Department of Electrical and Software Engineering (ESE), where I started my first independent academic position (July 1, 2021), before moving my primary appointment to the newly formed Biomedical Engineering Department (BME) in January 2022. I have masters and doctoral degrees computer engineering at the University of Campinas in Brazil, and postdoctoral fellowship in Radiology and Clinical Neuroscience at UCalgary. My research focus on Artificial Intelligence (AI) for Healthcare applications, considering key aspects like responsibility, trustworthiness, fairness, and bias mitigation. We consider biases related to varying demographics and heterogeneous data (variability related to acquisition protocols). I also developed research considering heterogeneous multi-modal data, created by combining (or aggregating) datasets from multiple scanners and sites. The study and development of AI models with such datasets improve reliability, generalization and, importantly, accelerate their translation to multiple domains.",,success,,2026-04-17T22:28:06.451676+00:00
mem_27ca2caae0,Mark Colijn,https://profiles.ucalgary.ca/mark-colijn,https://profiles.ucalgary.ca/mark-colijn,mark-colijn,Dr.,Mark Colijn | UCalgary Profiles | University of Calgary,"Biography Dr. Colijn is an academic neuropsychiatrist whose clinical and research interests primarily involve the characterization and management of psychotic symptoms that develop in relation to rare genetic variation, with a focus on supporting underserved patient populations in this context; in particular, individuals diagnosed with treatment-resistant schizophrenia occurring on the background of neurodevelopmental/neurodegenerative disorder phenotypes and multiple medical comorbidities.",,success,,2026-04-17T22:28:08.535478+00:00
mem_e5fb693498,Mark Giles Hamilton,https://profiles.ucalgary.ca/mark-giles-hamilton,https://profiles.ucalgary.ca/mark-giles-hamilton,mark-giles-hamilton,Dr.,Mark Giles Hamilton | UCalgary Profiles | University of Calgary,"Biography Dr. Hamilton did his Bachelor of Science degree (with distinction) at the University of Toronto and then graduated from McGill University Medical School in 1983. He did his Neurosurgery Residency at the University of Calgary and received his FRCSC in 1991. He did Fellowship training in cerebrovascular, skull base, and pediatric Neurosurgery at the Barrow Neurological Institute in Phoenix, Arizona, and joined the University of Calgary Department of Clinical Neurosciences in 1994 where he is currently a Professor of Neurosurgery with additional appointments in the Department of Surgery and the Department of Pediatrics. He was the Chief of the Division of Pediatric Neurosurgery from 2002-2011. He is head of the University of Calgary Adult Hydrocephalus Program which he established, along with the University of Calgary Adult Hydrocephalus Clinic in 2008. Dr. Hamilton is the chair of the Adult Hydrocephalus Clinical Research Network (AHCRN) which has eight clinical sites in three countries, Past-President of the Hydrocephalus Society (International Society for Hydrocephalus and Cerebrospinal Fluid Disorders (ISHCSF)), a member of the Board of Directors of the Hydrocephalus Association (HA), Vice-Chair of the Medical Advisory Board (MAB) of HA, a member of the Board of Directors of Hydrocephalus Canada, and a member of the Editorial Boards of the Journal of Neurosurgery, The Canadian Journal of Neurological Sciences, and Fluids and Barriers of the CNS. His current main clinical and research interests are the diagnosis and management of hydrocephalus in adults.",,success,,2026-04-17T22:28:10.552697+00:00
mem_94fbe54aaf,Maryam Faiz,https://profiles.ucalgary.ca/maryam-faiz,https://profiles.ucalgary.ca/maryam-faiz,maryam-faiz,Dr.,Maryam Faiz | UCalgary Profiles | University of Calgary,"Biography The Faiz Lab is interested in uncovering new treatments for brain injury and disease through the understanding of astrocytes! Areas of research include: the establishment of astrocyte heterogeneity in the developing cortex, the roles of astrocytes in the stroke-injured brain and how gut-derived signals can influence their responses, and the direct lineage reprogramming of astrocytes to oligodendrocytes.",,success,,2026-04-17T22:28:12.359354+00:00
mem_aa8dee36aa,Mary Dunbar,https://profiles.ucalgary.ca/mary-dunbar,https://profiles.ucalgary.ca/mary-dunbar,mary-dunbar,Dr.,Mary Dunbar | UCalgary Profiles | University of Calgary,"Biography Mary Dunbar is an Assistant Professor of Pediatrics with a research interest in perinatal brain injury. She is also a pediatric neurologist at Alberta Children's Hospital. Dr. Dunbar began her post secondary odyssey at McGill University in Montreal, Canada, where she studied physiology and worked as a summer student in the lab of Julio Martinez-Trujillo. She completed her MD/MSc in Neuroscience at the University of Calgary with Dr. Patrick Whelen studying the effect of endogenous monoamines on the central pattern generators of the neonatal mouse spinal cord, and was a graduate member of the Hotchkiss Brain Institute. Residency in Pediatric Neurology was completed at the University of British Columbia, where Dr. Dunbar continued her passion for research in clinical research, designing and conducting a clinical trial, as well as systematic reviews and retrospective cohort studies. She then embarked on a Clinician Investigator Program fellowship with UBC, which was conducted in the lab of Dr. Adam Kirton in Calgary, as well as a second MSc, this time in Clinical Epidemiology supervised by Dr. Michael Hill and Dr. Kirton. The focus of her research was perinatal stroke using Dr. Kirton's population-based clinical cohort. Dr. Dunbar's has been delighted to join the University of Calgary and Hotchkiss Brain Institute to continue her research. Her lab is focussed on a clinical epidemiology approach to understand perinatal brain injury, including conducting systematic reviews, clinical registries, retrospective quantitative research and other techniques.",,success,,2026-04-17T22:28:14.605956+00:00
mem_f8e008892b,Matthew Hill,https://profiles.ucalgary.ca/matthew-hill,https://profiles.ucalgary.ca/matthew-hill,matthew-hill,Dr.,Matthew Hill | UCalgary Profiles | University of Calgary,"Background Educational Background B.Sc. Biopsychology, University of British Columbia, 2002 M.A. Behavioural Neuroscience, University of British Columbia, 2004 Ph.D. Behavioural Neuroscience, University of British Columbia, 2008",,success,,2026-04-17T22:28:16.493078+00:00
mem_d5a7323094,Ethan MacDonald,https://profiles.ucalgary.ca/ethan-macdonald,https://profiles.ucalgary.ca/matthew-macdonald,matthew-macdonald,Dr.,Ethan MacDonald | UCalgary Profiles | University of Calgary,"Biography Ethan MacDonald is an Associate Professor in the Departments of Biomedical Engineering and Electrical & Software Engineering in the Schulich School of Engineering, with an adjunct appointment in Radiology (Cumming School of Medicine). He is a full member of the Hotchkiss Brain Institute and the Alberta Children's Hospital Research Institute (Owerko Centre). His research develops MRI acquisition and reconstruction methods, machine learning, and big data approaches for neuroimaging — with applications in brain aging, stroke, dementia, and pediatric brain health. Active projects span low-field portable MRI hardware, MRI-to-biomarker image translation for Alzheimer's disease, cerebrovascular reactivity mapping, and AI-guided stroke diagnosis. His team has published over 25 journal articles and 145 conference proceedings, and holds over $6.5M in active research funding from NSERC, CIHR, Brain Canada, Heart & Stroke, Alberta Innovates, and others. MacDonald was a founding member of the Department of Biomedical Engineering in 2021. He is the recipient of the 2024 ASTech Change Maker Award, the 2025 Graduate Students' Association Excellence in Supervision Award, and the 2024 Schulich Early Career Researcher Award. He holds a PhD and MSc in Biomedical Engineering from the University of Calgary and a BEng in Electrical Engineering from Lakehead University, where he received the Dean Braun Medal and the PEO Medal for Academic Achievement. He is a registered Professional Engineer and Senior Member of IEEE.",,success,,2026-04-17T22:28:18.293604+00:00
mem_c7a27b785f,Fetch Failed,https://profiles.ucalgary.ca/matthias-wilms,https://profiles.ucalgary.ca/matthias-wilms,matthias-wilms,,,,,error,HTTP 403,2026-04-17T22:28:20.180450+00:00
mem_d994767332,Mayank Goyal,https://profiles.ucalgary.ca/mayank-goyal,https://profiles.ucalgary.ca/mayank-goyal,mayank-goyal,Dr.,Mayank Goyal | UCalgary Profiles | University of Calgary,"Biography Mayank Goyal is a Professor in the Department of Radiology and Clinical Neurosciences at the University of Calgary. He also holds the Heart and Stroke Foundation Chair in Stroke Research. He is the Director of Imaging and Endovascular treatment at the Calgary Stroke Program. Dr. Goyal’s passion and main research interest is acute stroke imaging, workflow and intervention. With 285 peer-review manuscripts (including NEJM, Lancet Neurology, Radiology, Circulation, ANJR, Stroke), >35 editorials and opinion pieces, over 300 abstracts and >200 invite lectureships, Mayank has been an integral contributor in furthering the field of Stroke intervention research. He was one of the Principal Investigators in two global multi-centric trials in the field: ESCAPE and SWIFT PRIME (both published in NEJM). He was also the core-lab for the REVASCAT trial (published in NEJM) and is the Co-PI of a CIHR funded study called PROVE IT. Dr. Goyal is world renowned for his ground-breaking work in efficiency and workflow in acute stroke intervention. He has extensively traveled across the world as a consequence of this expertise and has been one of the key components in transforming the Calgary Stroke Program into a world renowned acute stroke programs in the world. In addition, Mayank is an innovator and is always thinking of solutions to problems. Conceptualizing a new way of imaging in acute stroke called multiphase CT angiography, his ground-breaking innovation subsequently became the basis for the PROVE IT study (a study doing a head-to-head comparison between multiphase CTA and CT perfusion) and was implemented globally as part of the ESCAPE study. Initial results and feedback suggest that the technique is extremely useful and saves on average 20-minutes in acute stroke treatment (published in Radiology). With the success of ESCAPE and SWIFT PRIME, Dr. Goyal has been an integral part of changing stroke care across the world and helping thousands of patients achieve a good outcome from what is otherwise a devastating disease. Leading a meta-analysis (HERMES) consisting of the recent 7 positive trials published in NEJM, Dr. Goyal’s first paper (as first author) was recently published in Lancet. The second paper, analyzing the impact of time on outcome, was recently published in JAMA (Mayank as co-first author). Dr. Goyal continues to push the boundaries of stroke research, Co-PI to a newly published trial (in Lancet) called ESCAPE-NA1 (testing the added usefulness of neuroprotection in addition to endovascular stroke therapy) as well as of a worldwide study of understanding variance of decision making in acute stroke (UNMASK EVT). A citation index of 39177, an h-index of 73 and an i10 index of 380 (google scholar, Jan 2021) are testimony to Dr. Goyal’s vast contribution and influence in the world of Stroke research. Bestowed with several honours and awards including the Outstanding Contributions in Research Award (American Society of Neuroradiology, 2020), and the Lifetime Contribution Award (Canadian Association of Radiology, 2018), Mayank continues to weave and expand the worldwide teaching network in the fields of Stroke imaging and intervention. Mayank enjoys teaching and successfully runs a yearly stroke course called 5T (where the 5Ts stand for: teamwork, transport, training, technique and technology).",,success,,2026-04-17T22:28:22.307946+00:00
